0	1
torsk	stjele
drømmeslott	marmorflater
lempe	råd
ned	sal
finne	røst
spise	heller
ikke	rette
uinnskrenkt-monarkisk	slags
med	gjære
med	kull
morgengry	nikker
sjel	sløves
spredt	fellen
bøye	flu
bor	huldreslått
vann	merse
branner	mørket
lav	vinge
kneiser	aeroplan
tind	satt
løp	hender
leber	lend
hånden	fjell
lot	hende
eksempel	skimmel
morgengryet	nær
ene	bro
slett	stund
går	sår
jeg	kjenne
gruen	nær
trakter	hjem
skjer	beste
pris	hører
døde	hjem
bruk	brød
risse	sten
bredd	annet
høre	bud
sverd	hus
før	samme
vandringsmenn	stad
ferie	hånd
strålebad	haller
vugger	krysser
hei	saler
grøde	forjaget
stirrer	hære
sanger	glans
bestemt	kanhende
ving	ære
farer	dette
levnet	stund
kvinnelist	gave
munn	skrud
stål	bøyer
arv	fiende-flokk
øye	nøden
ut	snekker
verk	viden
følge	Mester
skar	ringe
dont	bestyr
master	ord
været	meg
soldater	gry
hvelv	stor
dødninghaven	slukket
sed	brande
tvile	funkle
forherden	stund
sover	tak
norskhetslære	sikter
øst	flu
grøde	komme
palme	buer
skritt	skur
ånd	åndedrag
Hør	mylder
to	hvile
øye	lavt
fest	gleder
tjene	råd
pil	plage
gang	vandringsmann
Gondvanaland	fjerne
gjest	under
far	kår
leie	stråleflom
jeg	trygg
fange	tilfreds
natur	eier
vill	tønner
pløyet	ror
hit	bevare
natt	ubestandig
forening	listet
ben	underverker
larmen	bram
evighet	hu
klippe	sinn
hender	kveld
nikk	Hydneshaugen
døyet	var
stilles	honning
slette	trygg
vendt	hu
miskunne	lit
flyr	finger
grunn	sten
inne	nær
menn	virken
lutt	lande
bryst	Bolt
andre	randen
støv	morgengry
fortæring	sundt
strime	ene
bro	foreskrev
fartøyer	svinge
Arimathea	bøyet
grå	stunder
gudskjetakk	ser
her	gård
bestemt	løver
behag	bort
ferd	bygge
hjul	sorgen
selv	hvelver
Dagligdagsen	ham
tenker	sky
kåret	vann
vinger	gåde
mann	minne
bringen	bur
kyst	skjold
knuste	bånd
moderhjerte	plage
stå	gang
nåde	grunn
siden	blå
eie	gjest
sinn	ømme
vondt	år
mindre	ve
vesteråls-sommer	fjord
ramp	kamp
kyss	skikke
huggestabbe	trinn
dis	rosenskjær
tant	dødningdrakt
to	merke
skade	dom
dyp	stor
kreve	bot
sprenger	spår
herrer	ikke
dyp	venn
krigen	bunden
sterk	mer
ganger	høyhet
Kattegat	kyst
strand	ring
trær	hine
mening	hund
synger	strand
Bø	trygd
stund	alt
svor	forgå
uhellsvanger	spår
bord	lå
drott	glad
skare	attentater
forklaret	blod
prale	navn
glemte	høre
rede	egg
en	ser
bo	menneskestimlen
larmen	hverdagslam
svømmer	nord
nabben	kull
male	renset
alene	taler
pynt	verden
kne	forbi
fryder	egn
beskytter	fare
grønn	araber
hit	røst
skogen	fly
sølvertoner	siv
sted	landet
rett	tier
pakt	krans
best	bas
vingesusning	blommer
på	sorg
broderkjede	broderhånd
haller	goder
tangen	mann
vil	trille
bakkehell	opp
snor	bunnen
borer	land
norm	hånd
gryte	vær
klar	rad
rund	klamme
hendt	lina
skjød	gyse
SANG	vann
brenne	alt
grøde	beiler
seminarister	sen
forsøker	skje
maskiner	løvet
kyss	duft
mur	Røst
luft	bundet
åpenbar	kjenne
lang	glatt
før	spor
hest	piner
når	fjernet
menn	sinn
glad	duger
tale	munn
bergkrystall	stor
liv	heder
vei	steds
løv	gry
menn	vinning
vell	dø
se	kveldene
lik	storskreinakken
kimer	dine
damp	luer
ferd	båret
mann	folket
flytter	hel
prakt	sterk
strekke	finger
stokk	kinner
finnes	glemt
bedre	tre
fred	dom
dåd	gråt
spinn	lykkes
ly	ro
tidsfordriv	gleder
ei	unge
båt	line
bris	får
tjene	mannedåd
feil	stirrer
hop	grenser
eksesser	posen
sage	trossen
frykter	mén
sved	hjem
blinde	alle
ei	luet
nytte	mer
brøde	strenge
sinn	igjen
før	død
være	vil
kirke	vår
kammer	grunder
kjempehær	øre
mæle	ord
tale	grav
også	stund
dere	kull
kabel	fisk
kveld	toner
igjen	vilt
stor	bud
dis	skiller
kveget	hyllende
slumret	bo
gled	inn
1914-SONETTENE	luft
Soldaten	før
verden	gåde
trær	agn
slaver	grøde
ben	vollen
verd	stund
dale	gavn
vind	går
spent	rad
brus	under
sus	dør
rede	på
fingre	Lise
dis	rær
lært	telefon
trone	betendt
kjære	truet
ei	kjenner
indre	bevare
ende	ånd
kvisten	natt
velde	bort
miskunne	skapermann
kviste	spare
skrent	veg
være	kongestor
gaver	domme
dynge	betrengte
vånder	bo
dåd	foraktes
den	nært
når	hjem
av	flid
enser	folk
henger	høye
henger	kyr
frekk	velger
rest	minister
slår	vandring
gjekkes	gry
stirret	lå
engang	tror
dansker	oksestall
veie	venn
enhet	sønner
død	merke
gjærer	flukt
kalver	rødt
munn	stranden
mil	prakt
fred	ord
skikke	hånd
går	fjerne
overalt	fjær
grodde	sterk
høy	latter
lenket	instrument
sluk	brød
hånd	væring
forvandles	snakk
spent	dommer
larmen	vann
barmen	spille
vise	jeg
rammer	står
snau	kold
muld	natt
klynge	tro
falt	former
kryp	inn
kisten	natt
mile	fylle
svar	tro
vind	hender
ror	...
kaller	brenner
lag	yrer
stranden	hildring
akkord	klode
vandring	grav
vann	benkehalm
fred	luer
var	minner
byen	stuen
vinger	smake
falt	hernede
hånd	forfekte
lodd	evighetsrøden
fingre	det
fører	nød
kyst	krans
støy	Nåde
tenker	sanser
forfløyne	ord
få	Fagerlien
ungt	drøm
blikk	nåde
sprøyt	på
saler	tegn
slår	skjule
ulv	strengeleik
trette	blest
sted	vet
druer	ære
vaner	spinn
kjenne	foregiår
ned	kjød
sort	holder
egnet	glapp
fly	den
pryd	kårer
igjen	varde
trede	vilje
fjellet	ljå
inn	den
flakse	igjen
skjul	frender
prester	bord
meg	berede
bøyer	dog
makten	Bergenstrakten
forvisst	bringe
sagt	bo
marmorrene	mesterverker
dunster	kiv
forklaret	støvet
stamme	friste
tap	ren
spill	eksempel
henger	øye
jord	åpenbart
henrykke	glød
fugl	hans
hud	rønner
syner	steg
sommer	skikk
med	pinne
løv	rikt
fiskeørn	stilt
skranker	den
farveller	bade
ving	hage
mørk	jager
opprørstrang	ord
myr	rede
rede	gård
krav	flid
bukt	ro
dem	...
jord	rynker
stene	vann
hermet	dugg
hus	godt
rett	folk
flaskepropp	minner
sår	sove
buser	gull
ned	havet
nær	svenne
hen	ut
blad	helter
igjen	du
forsann	lender
bølgebrus	klokkeklang
del	bryn
bredved	år
bue	blod
råder	gåter
dyp	plukkes
sa	hender
venner	forstår
striper	løp
jul	skvetter
hender	rand
mastetopp	vekke
nært	mer
løfter	Hermonjetten
flokk	skjer
støv	feile
natt	stand
spor	tanker
strand	land
slår	vindusglasset
plikter	ledebånd
rykter	før
rammet	gro
dåp	velbehag
være	taper
land	fortæring
svar	skje
vegge	seg
hår	lande
her	til
brente	kom
buser	hull
blomsterbed	mild
vek	bjerge
glad	ny
glemmer	er
rammer	forbrent
bord	år
larm	forvirrer
regnet	napp
engang	siste
kårer	dag
brutt	brynde
før	forvisst
bryn	sort
Nang	dø
skinn	...
øre	tider
em	tømmer
hjemme	fred
kvinne-verk	fare
vinge	jettedyst
pløye	Å
masker	tar
sorg	kull
iblandt	by
brann	gynger
humør	forvaret
slutt	ulv
ror	strand
lød	bringe
lek	lekkerbisk
hår	panne
strømme	saltet
tidsfordriv	veie
kamerater	svermeri
tvil	makter
tøyler	hytter
sorgen	tung
matt	ubestandig
liv	renker
vær	slag
sinn	vest
inn	prise
stiller	individer
igjen	mål
pest	frihetsrigorister
fot	gulv
grav	gull
allevegne	land
rett	tror
dårer	stund
tigger	inn
Gud	flid
stirret	fort
sønn	dugger
vred	land
iblandt	sky
seder	døde
grunn	tanget
erfarer	sinn
stener	dammen
ører	sten
trell	rov
virrer	spor
skinn	hender
vever	herskerkrans
skrifter	grav
går	gås
blå	mitt
brusning	blommer
nyker	hær
grein	trygg
ed	nå
gry	vann
veie	lykke
barm	vunde
fjær	synger
rett	gro
strever	tobakk
fare	flyr
sør	flyr
skinn	ørnebrus
klynger	marmortrinn
vest	stirrer
tittet	fred
inn	fjell
rekker	fjord
koret	sinn
kobberskjold	skuer
hjerte	vei
øyet	tortur
mange	til
søylerader	hjorder
halen	bunn
rund	lamme
været	jordbærhei
feier	bre
ripen	nu
var	koret
glider	kall
fjord	hjeller
Syden	krever
selv	ennu
flytter	klippekløft
lever	forgår
vrå	endt
signal	ryste
kvedet	bacchanal
kjære	strøm
stige	sjel
...	vekten
stene	nød
gjerne	styrke
gress	kjolen
skatter	ravn
verk	striden
flytter	faller
syn	skodde
smil	sverd
tider	fårene
hus	dør
speilet	saltet
mot	ski
følgesvenn	binde
bord	brøde
sinn	gjest
presteskrud	jeg
hær	muld
kjenning	frender
skytte	gang
lenket	mandig
natt	bunden
mot	kan
minner	hans
fjelle	strand
fatt	kor
kluss	huser
selv	det
dag	forbrød
helsebot	strand
nådde	selv
prakt	melodier
høvdingånd	lede
alterflammen	dem
børn	prakt
hang	trett
forlatt	trett
spunnet	befrier
mistet	grunn
halen	puddelhund
fast	saker
hård	mot
vind	kveld
overskyet	nær
hvelver	former
funnet	vaner
forlater	krenket
dronning	Baal
griller	tider
broen	år
gater	beskytter
kobberskjold	buer
gikk	kraft
hyrder	fred
stier	sans
frekk	selger
samme	tror
støvet	gjemme
natt	leie
vender	tale
seir	tolket
kalle	bas
jammer	blikke
grunne	dårefakter
broderskare	romerferd
kratt	makt
land	stavn
skyld	bord
svøpe	landet
bord	salmer
steder	gjester
argumenter	stråleflom
sikker	panne
lend	glad
rinner	glider
ferdig	må
kjære	kaste
for	makt
kost	bestyr
grunder	alter
vell	mø
sang	der
alter	embedsskrud
si	land
rund	ild
forsvinner	bryst
sted	dine
smile	kunster
fornemmer	hen
dale	gav
gang	vekt
sinn	tale
ness	hegn
vende	bestå
da	jeg
ren	mett
venn	vinner
lang	brenne
vendt	dør
gror	våg
tider	årene
makten	Viken
hen	virke
iler	alterbord
kveld	sinn
ferd	forvrenge
lyden	svever
toppe	dag
skinn	lede
tuter	deilighet
Kariskjæret	her
høy	brast
luft	deg
fanger	høye
endt	dom
snarer	grå
tvil	hu
lammer	brenner
tro	selv
danserinner	bragt
rett	siste
god	ferden
sagt	vinger
signal	skarer
vunnet	skilles
den	alt
drakten	miner
inne	hånd
ly	skinner
hvilested	slukter
skiller	klipperand
vinger	sprut
glemme	syrin
fred	blod
skygge	jord
kjenne	underlagt
bever	tunger
luft	bredes
rulle	ned
være	kaste
grunder	ikke
beskytter	krigerskare
vil	inne
på	gavner
troner	minner
gutter	flaggfregatt
smertensstønn	hjerteynken
dale	bud
strender	eventyr
faner	vei
traff	kyst
ikke	øyne
alt	ord
med	fest
sage	fossen
herfra	armer
spredt	sand
omkring	selv
hendt	støp
mare	øm
brann	sky
beskjed	lover
skuer	fest
vondt	bord
triner	sinn
tent	natt
vinger	sang
henger	tilkjenne
spill	pater
samme	kyst
vrå	Rom
strime	sorg
fjord	lyst
sved	du
bord	himlen
vinden	støvet
støy	alene
lønn	jaget
tilsist	tall
jord	av
sjel	nøden
fot	frende
fester	brød
glans	gynger
kalle	bru
hær	gull
frem	klippemur
bærer	til
tanken	svek
dem	dere
øye	døden
stjerner	favner
ro	prest
ARBEIDER	ord
liv	lom
hjul	kveld
kyster	sjelen
vandrer	nord
bragt	streder
hender	blikke
bevende	stumme
vind	drøm
furutopp	vått
befaler	landet
kjenner	vel
vugger	stans
styrke	stiger
bøte	Gud
lå	morgengry
øre	talt
skikk	ulv
vei	minner
bever	finger
mæle	blikk
snorer	drage
brann	svære
betendt	lyst
stål	glans
natt	veie
løv	dåd
lenge	får
skjønn	araber
grønne	strakt
land	bror
berømte	tankefull
verge	klinge
på	land
grått	fem
bandt	orm
rester	blomsterflor
går	lyd
luft	panne
nær	timer
stemme	vis
verk	panne
vei	daler
strømmer	breder
grøde	befriet
hake	rund
ild	parodier
skrik	sus
pøl	hånd
lyd	ser
dager	dør
dagen	kjær
havet	grus
ord	hender
hvitt	skjær
her	Bolt
fartøyer	klinge
strålevell	bjørketopp
ere	heng
runde	dage
inn	skue
ord	føtter
åpen	runger
marv	stamme
gikk	luen
skjønn	bånd
overflod	hevnet
lus	sett
led	norden
skaft	styrke
hammer	speilet
sus	være
sommerfest	seng
eie	falt
strålevell	øye
del	drager
snare	drøm
svømmer	spor
ting	lov
svømmer	sommer
se	tobakk
dog	nord
dale	morgengry
svar	forbi
frø	falle
fremmer	have
gror	lære
huset	bort
hvit	igjen
krabbe	trinn
frekkhet	C.-sentenser
ører	mén
muld	fri
forsone	huset
døden	bukt
jorden	der
snarer	små
kilde	går
ny	egne
høye	prise
forbi	kafe
forstøte	bunden
døden	vingeslag
streng	brenner
klinger	forvandling
født	blandet
fot	ende
ro	ser
ness	tegn
ned	munn
åsen	topp
vinds	kjær
tidsfordriv	heder
skikk	nåde
lindrer	blod
rette	best
tinnsoldater	være
floder	furer
tomme	topp
jorden	kjempehær
had	hvile
år	sang
kvisten	fatt
flokk	feiler
bris	strand
lag	tinderad
snekken	med
liene	snore
gold	bryst
stiger	hu
vrimmel	tinder
forlatt	bunden
eie	sommernatt
inn	fest
bunn	gjøk
varmt	mørk
ånd	uinnskrenkt-monarkisk
fortoner	trang
kraft	gulv
bånd	selv-ironi
strenger	regn
myrde	gjort
sten	døde
visergutten	opp
Ola	slags
blinker	tordenslag
røres	bakker
mor	ende
grått	brisken
fant	står
veie	alt
kjell	venn
massen	drakt
din	i
blinde	feste
nød	hånd
leget	sanket
tur	stund
hjemme	Prag
dag	strider
less	mynt
ord	strand
bjelkestuen	kruset
havn	fengselsmur
flyr	arm
vann	vente
sist	hjerne
glimtet	jord
øye	må
minner	mål
minnesmerker	elde
bygde	tider
tapen	stivne
profeten	tande
skrekk	svar
kun	skjød
lande	dag
mål	slører
ormegrav	pynt
brenner	mild
savn	skjelver
så	sprang
list	lønn
lammer	munn
været	våren
fred	sjelebod
brann	hjem
lott	kant
...	klinge
ry	kval
egner	mørk
skaffer	seier
eser	tall
runden	Mads
fjell	bestandig
gå	tinder
lyn	svar
ung	del
gru	hans
bedrager	ve
evne	skaper-makt
tale	være
våt	kar'n
helsebot	vei
drømmen	favner
nasjonalteater	krampe
flammen	ild
verge	fly
sild	napp
slekten	fjerne
bøsseløp	mur
ild	ånd
rørte	stønner
tegn	tyde
titt	vover
her	sinn
fjell	hus
port	tordenskrall
stad	menn
kummerfull	kommer
jammer	bever
bytte	fall
Kattegat	tyst
forårssang	fugl
finner	gave
døde	morgenvind
frost	vår
syn	sans
mord	sverd
deg	jord
Sillejord	stille
gårn	folk
bak	ti
forøker	ve
kan	bevare
tak	hjeller
foraktes	gråt
hvelv	salmen
tang	lo
sterk	skje
gjærer	produkt
øker	gull
våren	kom
ømme	sti
evner	brød
til	bedre
jammer	helligdom
fatal	kopister
brann	felle
kongespir	står
høye	stå
er	moder
kjempegirlandre	topp
streder	fri
ski	eventyr
forstår	ringe
sønn	fornemmer
klokker	offerbålet
elende	spill
evne	rett
stor	krenget
potteskår	bundet
landet	frem
kjær	ranker
gjess	ljå
land	kveldene
ordner	blåtøyssøm
høre	forstå
svøp	ligger
kirke	gro
slott	krevet
styrke	vind
tjene	brenner
akker	leid
griper	stenger
led	jorden
hender	streder
sinn	barm
Spanien	Algir
hampen	kloss
forsvinne	bånd
rugget	krysset
grunn	forening
ve	har
vek	steg
vrider	stål
klang	drinken
landet	glemte
dødninghaven	ikke
opp	sprekke
akt	siste
himmel	jord
breder	bolig
arbeidshvil	fløyne
sort	lyn
ære	lyde
vender	røre
settes	kant
vinning	lykke
visst	lystet
tenner	hemmer
paven	folk
se	vind
ro	kjært
skogen	fjell
pust	skarv
hav	kull
minner	kjente
underfull	eier
topp	strålebad
hav	søndenvind
forvisst	sikkerhet
sår	senket
drøy	henger
fjorde	planker
lik	strålevell
drømmesyn	svar
hvelv	halmen
larm	til
anger	han
gang	sommerfest
samme	øye
resten	gnis
stamme	bark
fast	draker
alt	vidde
heggen	viv
fane	sist
spent	drømme
se	fylle
malet	frister
dommer	hender
være	spor
hender	hemmer
jord	øret
strømmer	larm
timer	mine
Heide	omkring
sammen	hjem
røre	om
vidunder	må
himmelhøye	natt
kom	avskjedsblikk
bord	suse
gang	lo
klynger	forsvinner
klynge	tiggerskare
røst	fører
sønn	kjærlighet
sinn	hven
deg	funn
glede	før
jord	dysten
morgen	kanhende
kokt	bløtt
fyller	melodi
skygge	fordunkle
hus	være
stø	nut
glans	bud
har	fyre
tangen	tann
spor	gny
stå	havne
dyp	munn
metropol	slåss
til	mer
vann	bue
fortrolig	stund
ror	dumt
støvet	gang
lå	fjerne
vekk	alene
glippe	tukt
fire	bedrag
til	kjerring-hurven
sky	lammet
farer	grå
pleie	får
himmelbrygge	sved
fløytespill	hvile
Jalta	by
møtes	land
lek	krok
bud	vunder
ski	veier
silhuetter	vest
jord	glitret
skuten	sjøl
røre	Gud
bøyer	ve
fjær	tom
hjerte	fedrearv
svak	skral
blind	skremme
ledet	sammenkrummet
hvilested	tretter
klinger	bedrag
kratt	skog
nok	by
greide	ting
fjelle	brann
hård	derinne
hus	slott
bliv	munn
si	sne
helsebot	brann
munn	sterk
hannen	det
oldingplager	peneste
møte	kor
stå	bord
ser	tanker
ånd	oktoberdag
bedrag	tjene
gang	seng
eder	stemmer
havner	rang
tar	navn
stiene	store
med	så
gudeborgen	grus
sletten	hånden
kryp	stund
ferd	blikk
tro	bror
sæd	seder
sterk	panne
hår	klage
dyp	mor
lykke	bryst
silhouett	raker
vårn	folk
glemt	skygge
såret	hente
inn	lest
gry	havet
full	mager
veie	sted
gamling	løyhet
overalt	former
trærne	violer
VESTERÅLEN	flommer
fortoner	rene
grav	ringe
slett	makt
kinner	priser
sted	lukt
rant	...
krusekopp	pinner
tak	blå
topp	skum
vippe	sinn
merket	munn
stort	bord
bred	finner
øye	flu
klinger	handling
ragg	redselsslagen
fort	bak
mot	dekker
urørt	lo
tåket	tok
grunn	pol
på	stål
ord	drøm
ildnes	gang
kveld	pløye
gater	der
Graven	lukket
ombord	stavn
skjer	form
kysten	flukten
forvilles	bror
dans	klode
offerprest	stemme
fått	visste
strømmer	løfter
se	tind
kriger	ny
Kviste	mann
lenge	går
stor	gjelde
mile	sikker
elvesus	øm
rigger	joller
branne	døden
ned	selv
meg	av
funnet	håp
kjemper	gry
drøm	går
flammer	tent
høres	bakker
grunt	bittesmå
vollen	løs
år	ende
ve	evighet
morgen	kveld
higen	grense
diamanter	snever
derinn	ve
alt	tidde
timer	vill
truet	strid
største	ett
Anne	fikk
brem	vingen
svolk	avste
lider	vadested
streng	freder
står	frem
ånd	komme
kjenner	sitt
bud	hører
klart	syn
vell	håp
hemmeligheter	palass
gjestet	alt
forskutt	hvor
navn	rene
staur	sluk
tøyer	dog
bedøvet	sønn
får	jager
ord	vei
terminer	frank
farer	små
dekk	sinn
torsk	mest
solskinnsglans	duft
pynt	pilgrimsferden
glede	gård
kan	kvinner
futter	klippevegg
fyller	parker
lys	varm
trampet	ryggen
menneskehjem	her
trenger	søstersønn
var	fremmed
nu	matt
selv	går
jeg	henter
opp	Dagligdagsen
bønn	skral
beviset	Baal
grunn	kvesse
skumret	bo
glede	folket
runde	kontrakter
godt	sett
profeten	bram
gjære	fatal
protest	antikrister
slag	gå
fange	altet
hår	stjerner
sinn	lever
slott	barm
tjene	strid
vill	napp
slekt	ånd
bøde	strenge
strenge	får
sjel	overdøves
smil	vei
prakt	renholdsverk
fart	kamp
strenger	egn
bør	venn
stirrer	prakt
kan	ramme
første	furuhvitt
grav	Komintern
brøt	...
sivet	sjel
vende	spare
egn	lyde
rygger	bli
Magnor	Bern
på	rev
land	folket
vanker	må
lodden	inn
eie	skatt
skjær	brottet
landet	tett
felle	overende
santen	spinn
jammer	bønn
hu	trede
ul	kirke
forstår	vernet
bjelkestuen	blikk
sten	vollen
føler	vånde
krenket	krummet
frykter	Jerusalem
panne	strålet
ørke	blinde
pærer	tukt
til	ånd
strand	stue
rundet	støv
troner	ødes
sirenesang	skremme
ting	rov
visst	roses
jager	bred
plikter	natur
soner	bram
men	rett
ville	lagt
båt	garn
sang	ord
bøyet	havn
kjerne	skall
strand	minner
sjel	bånd
sant	mitt
kryp	stor
trett	stranden
massegrav	selv
tom	klippeblokk
kryp	venn
lammer	se
sår	andres
nær	bryst
prakt	skjær
prakt	gudskjetakk
ringeakt	lammer
ære	tale
tegn	skogpaulun
mindre	grunn
fangst	sundt
kommer	hender
stad	kriger
rede	fred
sner	gruset
pine	trafikken
vekt	vann
brønnen	lo
frakt	strender
mat	beverte
se	vevet
ned	skog
blikke	han
skranker	bryst
bileskaft	fat
blide	brenner
lett	verre
drømmen	spy
skikken	stiv
skatt	irisskjær
nu	natt
bedrage	kryster
vinnes	rammer
leie	topp
bedrag	jord
vei	normer
brann	hetter
fortæring	tid
menn	feller
Undrende	Jesu
ild	Bolt
bør	atter
hjeller	skrog
spare	forgå
brøde	derav
den	bra
vrimmel	sand
havet	hus
uværs-henget	arme
fordølger	svart
frys	våren
hviner	løvet
Heide	ting
nær	moder
smil	damp
stad	ny
steg	krok
død	like
fjerne	murstensmassen
skuten	ben
år	alene
kan	sjel
natt	stor
åpenbaret	rett
del	syn
renhet	sønner
lyst	lue
pryd	tårer
planer	sinn
flyr	liv
føde	mat
lyne	bein
ramp	ler
gaver	tale
ligger	landet
dødt	såre
plikter	kommer
kyster	gang
sider	svinner
trett	drømmen
leie	tindrer
kaprifol	får
vender	høre
lanterner	palass
verd	munn
skred	Jerusalem
stempler	karakter
folket	stemme
ringe	øye
daler	strand
plager	dør
sjelegrunnen	Se
smilte	blå
bøyet	fengselsmur
lønn	harpespill
støvet	tinder
fot	stav
solgte	løvet
selv	finne
skarver	vind
Ene	ord
drager	baner
glemt	behøver
blå	vide
glad	silde
smelte	miste
stråler	meg
bragt	sted
fremtrede	Gud
forløst	ned
bølger	tent
betvang	hender
sky	duften
så	stjerne
stetse	flommer
grunn	fanget
platå	rygg
lede	vill
fot	daler
spill	bryst
lang	sky
kun	den
suse	sort
frosten	bølgedans
strandpromenaden	kar
sagt	kjøl
kveld	mæle
velde	derav
syn	vær
se	fred
bestrålet	vekst
slekt	stevne
evne	hele
hær	flammer
landet	ætt
liv	munn
hjertegrunn	svar
grunn	sol
blind	kvarter
slutt	beveget
soldater	beskytter
strandpromenaden	skulderblar
strande	gav
alene	gru
sende	dag
meg	side
fra	vender
månen	sne
Rom	ære
øy	kyst
høst	bor
bolk	i
smertensstønn	kravler
stor	luften
tale	gavn
stille	barm
nærte	gud
stender	gavn
omme	opp
Eisenfresser	trist
beskytter	lenker
sporden	frisk
brann	stenger
larmen	skam
akt	ve
bløde	bære
rager	faner
nytte	skjer
stemme	ei
snorer	anger
symboler	gjort
opp	vekke
farer	hånd
grand	tale
humør	hund
spenning	frender
metall	bordet
først	sagt
inn	snaren
lytter	kval
land	omkring
stranden	lang
makt	glans
fjerner	sjø
fortolkning	døv
kan	hit
kutter	Kattegat
mur	kammer
fred	verdig
storm	går
staden	dag
mat	skjuler
SANG	snur
lodd	funnet
om	avskjedsblikk
tro	bevare
sans	krefter
dugg	bedrøvet
luften	drysser
skjelven	støv
gaten	dag
tilbake	tjene
spent	hånd
pretorer	fanger
kåret	hente
til	toner
ligger	bønner
bue	kjær
venn	kunde
lever	løv
strider	se
forbi	går
flamme	parodier
vover	fjed
lykke	flyvebåt
panne	sitter
ætt	åpenbarer
dag	bort
slik	føden
henger	kinn
kveld	hen
angst	frykter
varmt	art
ruiner	narrespill
drøm	verdensbetvinger
seildugssekken	med
armt	igjen
speil	betrakter
rognekjæret	meg
ben	den
villvinsranker	grønn
sletter	flid
blå	det
ende	brystet
brønn	vannet
havn	tortur
fri	sne
våren	med
matt	kjernen
KIRKEGÅRDEN	vandring
bli	oss
finne	opphøyes
støt	kun
slå	endt
klaret	snakk
to	øyet
klart	tog
have	sommer
lune	kraft
klippegrunn	ånd
lue	trone
med	norm
elvebunn	den
ned	dugger
Totakvann	ubendig
flukt	ro
skrik	dø
vinger	svor
endt	Rom
lo	bue
himmelhøye	forlatt
rett	fremme
hvelv	hård
strikke	flamme
jord	duft
toppen	selger
skilling	stolestader
får	tager
opp	igjen
